"","xvar","yvar","spec","k","fill"
"76",663,"cut-off score",0,10,"0"
"77",663,"diagnosis",0,10,"0"
"78",663,"all formats",0,10,"0"
"79",663,"other formats",0,10,"0"
"80",663,"guided self-help",0,10,"0"
"81",663,"individual",0,10,"0"
"82",663,"group",0,10,"0"
"83",663,"all groups",0,10,"0"
"84",663,"student population",0,10,"0"
"85",663,"other target groups",1,10,"10"
"86",663,"perinatal depression",0,10,"0"
"87",663,"older adults",0,10,"0"
"88",663,"general medical",0,10,"0"
"89",663,"adults",0,10,"0"
"90",663,"all control conditions",0,10,"0"
"91",663,"wl",0,10,"0"
"92",663,"other ctr",0,10,"0"
"93",663,"cau",0,10,"0"
"94",663,"all types",0,10,"0"
"95",663,"not-cbt-based",0,10,"0"
"96",663,"cbt-based",0,10,"0"
"97",632,"pet-peese",0,16,"0"
"98",632,"p-uniform",0,16,"0"
"99",632,"fe",0,16,"0"
"100",632,"reml",0,16,"0"
"101",632,"rve",0,16,"0"
"102",632,"3-level",0,16,"0"
"103",632,"all rob",0,16,"0"
"104",632,"include_best",0,16,"0"
"105",632,"exclude_worst",0,16,"0"
"106",632,"all diagnoses",0,16,"0"
"107",632,"subclinical depression",0,16,"0"
"108",632,"cut-off score",0,16,"0"
"109",632,"diagnosis",0,16,"0"
"110",632,"all formats",0,16,"0"
"111",632,"other formats",0,16,"0"
"112",632,"guided self-help",0,16,"0"
"113",632,"individual",0,16,"0"
"114",632,"group",0,16,"0"
"115",632,"all groups",1,16,"16"
"116",632,"student population",0,16,"0"
"117",632,"other target groups",0,16,"0"
"118",632,"perinatal depression",0,16,"0"
"119",632,"older adults",0,16,"0"
"120",632,"general medical",0,16,"0"
"121",632,"adults",0,16,"0"
"122",632,"all control conditions",0,16,"0"
"123",632,"wl",0,16,"0"
"124",632,"other ctr",0,16,"0"
"125",632,"cau",0,16,"0"
"126",632,"all types",0,16,"0"
"127",632,"not-cbt-based",0,16,"0"
"128",632,"cbt-based",0,16,"0"
"129",662,"pet-peese",0,12,"0"
"130",662,"p-uniform",0,12,"0"
"131",662,"fe",0,12,"0"
"132",662,"reml",0,12,"0"
"133",662,"rve",0,12,"0"
"134",662,"3-level",0,12,"0"
"135",662,"all rob",0,12,"0"
"136",662,"include_best",0,12,"0"
"137",662,"exclude_worst",0,12,"0"
"138",662,"all diagnoses",0,12,"0"
"139",662,"subclinical depression",0,12,"0"
"140",662,"cut-off score",0,12,"0"
"141",662,"diagnosis",0,12,"0"
"142",662,"all formats",0,12,"0"
"143",662,"other formats",0,12,"0"
"144",662,"guided self-help",0,12,"0"
"145",662,"individual",0,12,"0"
"146",662,"group",0,12,"0"
"147",662,"all groups",0,12,"0"
"148",662,"student population",0,12,"0"
"149",662,"other target groups",0,12,"0"
"150",662,"perinatal depression",0,12,"0"
"151",662,"older adults",0,12,"0"
"152",662,"general medical",1,12,"12"
"153",662,"adults",0,12,"0"
"154",662,"all control conditions",0,12,"0"
"155",662,"wl",0,12,"0"
"156",662,"other ctr",0,12,"0"
"157",662,"cau",0,12,"0"
"158",662,"all types",0,12,"0"
"159",662,"not-cbt-based",0,12,"0"
"160",662,"cbt-based",0,12,"0"
"161",656,"pet-peese",0,10,"0"
"162",656,"p-uniform",0,10,"0"
"163",656,"fe",0,10,"0"
"164",656,"reml",0,10,"0"
"165",656,"rve",0,10,"0"
"166",656,"3-level",0,10,"0"
"167",656,"all rob",0,10,"0"
"168",656,"include_best",0,10,"0"
"169",656,"exclude_worst",0,10,"0"
"170",656,"all diagnoses",0,10,"0"
"171",656,"subclinical depression",0,10,"0"
"172",656,"cut-off score",0,10,"0"
"173",656,"diagnosis",0,10,"0"
"174",656,"all formats",0,10,"0"
"175",656,"other formats",0,10,"0"
"176",656,"guided self-help",0,10,"0"
"177",656,"individual",0,10,"0"
"178",656,"group",0,10,"0"
"179",656,"all groups",0,10,"0"
"180",656,"student population",0,10,"0"
"181",656,"other target groups",0,10,"0"
"182",656,"perinatal depression",0,10,"0"
"183",656,"older adults",0,10,"0"
"184",656,"general medical",1,10,"10"
"185",656,"adults",0,10,"0"
"186",656,"all control conditions",0,10,"0"
"187",656,"wl",0,10,"0"
"188",656,"other ctr",0,10,"0"
"189",656,"cau",0,10,"0"
"190",656,"all types",0,10,"0"
"191",656,"not-cbt-based",0,10,"0"
"192",656,"cbt-based",0,10,"0"
"193",655,"pet-peese",0,13,"0"
"194",655,"p-uniform",0,13,"0"
"195",655,"fe",0,13,"0"
"196",655,"reml",0,13,"0"
"197",655,"rve",0,13,"0"
"198",655,"3-level",0,13,"0"
"199",655,"all rob",0,13,"0"
"200",655,"include_best",0,13,"0"
"201",655,"exclude_worst",0,13,"0"
"202",655,"all diagnoses",0,13,"0"
"203",655,"subclinical depression",0,13,"0"
"204",655,"cut-off score",0,13,"0"
"205",655,"diagnosis",0,13,"0"
"206",655,"all formats",0,13,"0"
"207",655,"other formats",0,13,"0"
"208",655,"guided self-help",0,13,"0"
"209",655,"individual",0,13,"0"
"210",655,"group",0,13,"0"
"211",655,"all groups",0,13,"0"
"212",655,"student population",0,13,"0"
"213",655,"other target groups",0,13,"0"
"214",655,"perinatal depression",0,13,"0"
"215",655,"older adults",0,13,"0"
"216",655,"general medical",1,13,"13"
"217",655,"adults",0,13,"0"
"218",655,"all control conditions",0,13,"0"
"219",655,"wl",0,13,"0"
"220",655,"other ctr",0,13,"0"
"221",655,"cau",0,13,"0"
"222",655,"all types",0,13,"0"
"223",655,"not-cbt-based",0,13,"0"
"224",655,"cbt-based",0,13,"0"
"225",636,"pet-peese",0,16,"0"
"226",636,"p-uniform",0,16,"0"
"227",636,"fe",0,16,"0"
"228",636,"reml",0,16,"0"
"229",636,"rve",0,16,"0"
"230",636,"3-level",0,16,"0"
"231",636,"all rob",0,16,"0"
"232",636,"include_best",0,16,"0"
"233",636,"exclude_worst",0,16,"0"
"234",636,"all diagnoses",0,16,"0"
"235",636,"subclinical depression",0,16,"0"
"236",636,"cut-off score",0,16,"0"
"237",636,"diagnosis",0,16,"0"
"238",636,"all formats",0,16,"0"
"239",636,"other formats",0,16,"0"
"240",636,"guided self-help",0,16,"0"
"241",636,"individual",0,16,"0"
"242",636,"group",0,16,"0"
"243",636,"all groups",0,16,"0"
"244",636,"student population",0,16,"0"
"245",636,"other target groups",0,16,"0"
"246",636,"perinatal depression",0,16,"0"
"247",636,"older adults",0,16,"0"
"248",636,"general medical",1,16,"16"
"249",636,"adults",0,16,"0"
"250",636,"all control conditions",0,16,"0"
"251",636,"wl",0,16,"0"
"252",636,"other ctr",0,16,"0"
"253",636,"cau",0,16,"0"
"254",636,"all types",0,16,"0"
"255",636,"not-cbt-based",0,16,"0"
"256",636,"cbt-based",0,16,"0"
"257",558,"pet-peese",0,10,"0"
"258",558,"p-uniform",0,10,"0"
"259",558,"fe",0,10,"0"
"260",558,"reml",0,10,"0"
"261",558,"rve",0,10,"0"
"262",558,"3-level",0,10,"0"
"263",558,"all rob",0,10,"0"
"264",558,"include_best",0,10,"0"
"265",558,"exclude_worst",0,10,"0"
"266",558,"all diagnoses",0,10,"0"
"267",558,"subclinical depression",0,10,"0"
"268",558,"cut-off score",0,10,"0"
"269",558,"diagnosis",0,10,"0"
"270",558,"all formats",0,10,"0"
"271",558,"other formats",0,10,"0"
"272",558,"guided self-help",0,10,"0"
"273",558,"individual",0,10,"0"
"274",558,"group",0,10,"0"
"275",558,"all groups",0,10,"0"
"276",558,"student population",0,10,"0"
"277",558,"other target groups",0,10,"0"
"278",558,"perinatal depression",1,10,"10"
"279",558,"older adults",0,10,"0"
"280",558,"general medical",0,10,"0"
"281",558,"adults",0,10,"0"
"282",558,"all control conditions",0,10,"0"
"283",558,"wl",0,10,"0"
"284",558,"other ctr",0,10,"0"
"285",558,"cau",0,10,"0"
"286",558,"all types",0,10,"0"
"287",558,"not-cbt-based",0,10,"0"
"288",558,"cbt-based",0,10,"0"
"289",328,"pet-peese",0,10,"0"
"290",328,"p-uniform",0,10,"0"
"291",328,"fe",0,10,"0"
"292",328,"reml",0,10,"0"
"293",328,"rve",0,10,"0"
"294",328,"3-level",0,10,"0"
"295",328,"all rob",0,10,"0"
"296",328,"include_best",0,10,"0"
"297",328,"exclude_worst",0,10,"0"
"298",328,"all diagnoses",0,10,"0"
"299",328,"subclinical depression",0,10,"0"
"300",328,"cut-off score",0,10,"0"
"301",328,"diagnosis",0,10,"0"
"302",328,"all formats",0,10,"0"
"303",328,"other formats",0,10,"0"
"304",328,"guided self-help",0,10,"0"
"305",328,"individual",0,10,"0"
"306",328,"group",0,10,"0"
"307",328,"all groups",0,10,"0"
"308",328,"student population",0,10,"0"
"309",328,"other target groups",0,10,"0"
"310",328,"perinatal depression",0,10,"0"
"311",328,"older adults",0,10,"0"
"312",328,"general medical",1,10,"10"
"313",328,"adults",0,10,"0"
"314",328,"all control conditions",0,10,"0"
"315",328,"wl",0,10,"0"
"316",328,"other ctr",0,10,"0"
"317",328,"cau",0,10,"0"
"318",328,"all types",0,10,"0"
"319",328,"not-cbt-based",0,10,"0"
"320",328,"cbt-based",0,10,"0"
"321",340,"pet-peese",0,11,"0"
"322",340,"p-uniform",0,11,"0"
"323",340,"fe",0,11,"0"
"324",340,"reml",0,11,"0"
"325",340,"rve",0,11,"0"
"326",340,"3-level",0,11,"0"
"327",340,"all rob",0,11,"0"
"328",340,"include_best",0,11,"0"
"329",340,"exclude_worst",0,11,"0"
"330",340,"all diagnoses",0,11,"0"
"331",340,"subclinical depression",0,11,"0"
"332",340,"cut-off score",0,11,"0"
"333",340,"diagnosis",0,11,"0"
"334",340,"all formats",0,11,"0"
"335",340,"other formats",0,11,"0"
"336",340,"guided self-help",0,11,"0"
"337",340,"individual",0,11,"0"
"338",340,"group",0,11,"0"
"339",340,"all groups",1,11,"11"
"340",340,"student population",0,11,"0"
"341",340,"other target groups",0,11,"0"
"342",340,"perinatal depression",0,11,"0"
"343",340,"older adults",0,11,"0"
"344",340,"general medical",0,11,"0"
"345",340,"adults",0,11,"0"
"346",340,"all control conditions",0,11,"0"
"347",340,"wl",0,11,"0"
"348",340,"other ctr",0,11,"0"
"349",340,"cau",0,11,"0"
"350",340,"all types",0,11,"0"
"351",340,"not-cbt-based",0,11,"0"
"352",340,"cbt-based",0,11,"0"
"353",595,"pet-peese",0,12,"0"
"354",595,"p-uniform",0,12,"0"
"355",595,"fe",0,12,"0"
"356",595,"reml",0,12,"0"
"357",595,"rve",0,12,"0"
"358",595,"3-level",0,12,"0"
"359",595,"all rob",0,12,"0"
"360",595,"include_best",0,12,"0"
"361",595,"exclude_worst",0,12,"0"
"362",595,"all diagnoses",0,12,"0"
"363",595,"subclinical depression",0,12,"0"
"364",595,"cut-off score",0,12,"0"
"365",595,"diagnosis",0,12,"0"
"366",595,"all formats",0,12,"0"
"367",595,"other formats",0,12,"0"
"368",595,"guided self-help",0,12,"0"
"369",595,"individual",0,12,"0"
"370",595,"group",0,12,"0"
"371",595,"all groups",0,12,"0"
"372",595,"student population",0,12,"0"
"373",595,"other target groups",0,12,"0"
"374",595,"perinatal depression",1,12,"12"
"375",595,"older adults",0,12,"0"
"376",595,"general medical",0,12,"0"
"377",595,"adults",0,12,"0"
"378",595,"all control conditions",0,12,"0"
"379",595,"wl",0,12,"0"
"380",595,"other ctr",0,12,"0"
"381",595,"cau",0,12,"0"
"382",595,"all types",0,12,"0"
"383",595,"not-cbt-based",0,12,"0"
"384",595,"cbt-based",0,12,"0"
"385",397,"pet-peese",0,11,"0"
"386",397,"p-uniform",0,11,"0"
"387",397,"fe",0,11,"0"
"388",397,"reml",0,11,"0"
"389",397,"rve",0,11,"0"
"390",397,"3-level",0,11,"0"
"391",397,"all rob",0,11,"0"
"392",397,"include_best",0,11,"0"
"393",397,"exclude_worst",0,11,"0"
"394",397,"all diagnoses",0,11,"0"
"395",397,"subclinical depression",0,11,"0"
"396",397,"cut-off score",0,11,"0"
"397",397,"diagnosis",0,11,"0"
"398",397,"all formats",0,11,"0"
"399",397,"other formats",0,11,"0"
"400",397,"guided self-help",0,11,"0"
"401",397,"individual",0,11,"0"
"402",397,"group",0,11,"0"
"403",397,"all groups",0,11,"0"
"404",397,"student population",0,11,"0"
"405",397,"other target groups",0,11,"0"
"406",397,"perinatal depression",0,11,"0"
"407",397,"older adults",0,11,"0"
"408",397,"general medical",0,11,"0"
"409",397,"adults",1,11,"11"
"410",397,"all control conditions",0,11,"0"
"411",397,"wl",0,11,"0"
"412",397,"other ctr",0,11,"0"
"413",397,"cau",0,11,"0"
"414",397,"all types",0,11,"0"
"415",397,"not-cbt-based",0,11,"0"
"416",397,"cbt-based",0,11,"0"
"417",511,"pet-peese",0,17,"0"
"418",511,"p-uniform",0,17,"0"
"419",511,"fe",0,17,"0"
"420",511,"reml",0,17,"0"
"421",511,"rve",0,17,"0"
"422",511,"3-level",0,17,"0"
"423",511,"all rob",0,17,"0"
"424",511,"include_best",0,17,"0"
"425",511,"exclude_worst",0,17,"0"
"426",511,"all diagnoses",0,17,"0"
"427",511,"subclinical depression",0,17,"0"
"428",511,"cut-off score",0,17,"0"
"429",511,"diagnosis",0,17,"0"
"430",511,"all formats",0,17,"0"
"431",511,"other formats",0,17,"0"
"432",511,"guided self-help",0,17,"0"
"433",511,"individual",0,17,"0"
"434",511,"group",0,17,"0"
"435",511,"all groups",1,17,"17"
"436",511,"student population",0,17,"0"
"437",511,"other target groups",0,17,"0"
"438",511,"perinatal depression",0,17,"0"
"439",511,"older adults",0,17,"0"
"440",511,"general medical",0,17,"0"
"441",511,"adults",0,17,"0"
"442",511,"all control conditions",0,17,"0"
"443",511,"wl",0,17,"0"
"444",511,"other ctr",0,17,"0"
"445",511,"cau",0,17,"0"
"446",511,"all types",0,17,"0"
"447",511,"not-cbt-based",0,17,"0"
"448",511,"cbt-based",0,17,"0"
"449",319,"pet-peese",0,14,"0"
"450",319,"p-uniform",0,14,"0"
"451",319,"fe",0,14,"0"
"452",319,"reml",0,14,"0"
"453",319,"rve",0,14,"0"
"454",319,"3-level",0,14,"0"
"455",319,"all rob",0,14,"0"
"456",319,"include_best",0,14,"0"
"457",319,"exclude_worst",0,14,"0"
"458",319,"all diagnoses",0,14,"0"
"459",319,"subclinical depression",0,14,"0"
"460",319,"cut-off score",0,14,"0"
"461",319,"diagnosis",0,14,"0"
"462",319,"all formats",0,14,"0"
"463",319,"other formats",0,14,"0"
"464",319,"guided self-help",0,14,"0"
"465",319,"individual",0,14,"0"
"466",319,"group",0,14,"0"
"467",319,"all groups",0,14,"0"
"468",319,"student population",0,14,"0"
"469",319,"other target groups",0,14,"0"
"470",319,"perinatal depression",0,14,"0"
"471",319,"older adults",0,14,"0"
"472",319,"general medical",0,14,"0"
"473",319,"adults",1,14,"14"
"474",319,"all control conditions",0,14,"0"
"475",319,"wl",0,14,"0"
"476",319,"other ctr",0,14,"0"
"477",319,"cau",0,14,"0"
"478",319,"all types",0,14,"0"
"479",319,"not-cbt-based",0,14,"0"
"480",319,"cbt-based",0,14,"0"
"481",175,"pet-peese",0,10,"0"
"482",175,"p-uniform",0,10,"0"
"483",175,"fe",0,10,"0"
"484",175,"reml",0,10,"0"
"485",175,"rve",0,10,"0"
"486",175,"3-level",0,10,"0"
"487",175,"all rob",0,10,"0"
"488",175,"include_best",0,10,"0"
"489",175,"exclude_worst",0,10,"0"
"490",175,"all diagnoses",0,10,"0"
"491",175,"subclinical depression",0,10,"0"
"492",175,"cut-off score",0,10,"0"
"493",175,"diagnosis",0,10,"0"
"494",175,"all formats",0,10,"0"
"495",175,"other formats",0,10,"0"
"496",175,"guided self-help",0,10,"0"
"497",175,"individual",0,10,"0"
"498",175,"group",0,10,"0"
"499",175,"all groups",0,10,"0"
"500",175,"student population",0,10,"0"
"501",175,"other target groups",0,10,"0"
"502",175,"perinatal depression",1,10,"10"
"503",175,"older adults",0,10,"0"
"504",175,"general medical",0,10,"0"
"505",175,"adults",0,10,"0"
"506",175,"all control conditions",0,10,"0"
"507",175,"wl",0,10,"0"
"508",175,"other ctr",0,10,"0"
"509",175,"cau",0,10,"0"
"510",175,"all types",0,10,"0"
"511",175,"not-cbt-based",0,10,"0"
"512",175,"cbt-based",0,10,"0"
"513",380,"pet-peese",0,23,"0"
"514",380,"p-uniform",0,23,"0"
"515",380,"fe",0,23,"0"
"516",380,"reml",0,23,"0"
"517",380,"rve",0,23,"0"
"518",380,"3-level",0,23,"0"
"519",380,"all rob",0,23,"0"
"520",380,"include_best",0,23,"0"
"521",380,"exclude_worst",0,23,"0"
"522",380,"all diagnoses",0,23,"0"
"523",380,"subclinical depression",0,23,"0"
"524",380,"cut-off score",0,23,"0"
"525",380,"diagnosis",0,23,"0"
"526",380,"all formats",0,23,"0"
"527",380,"other formats",0,23,"0"
"528",380,"guided self-help",0,23,"0"
"529",380,"individual",0,23,"0"
"530",380,"group",0,23,"0"
"531",380,"all groups",0,23,"0"
"532",380,"student population",0,23,"0"
"533",380,"other target groups",0,23,"0"
"534",380,"perinatal depression",0,23,"0"
"535",380,"older adults",0,23,"0"
"536",380,"general medical",0,23,"0"
"537",380,"adults",1,23,"23"
"538",380,"all control conditions",0,23,"0"
"539",380,"wl",0,23,"0"
"540",380,"other ctr",0,23,"0"
"541",380,"cau",0,23,"0"
"542",380,"all types",0,23,"0"
"543",380,"not-cbt-based",0,23,"0"
"544",380,"cbt-based",0,23,"0"
"545",306,"pet-peese",0,16,"0"
"546",306,"p-uniform",0,16,"0"
"547",306,"fe",0,16,"0"
"548",306,"reml",0,16,"0"
"549",306,"rve",0,16,"0"
"550",306,"3-level",0,16,"0"
"551",306,"all rob",0,16,"0"
"552",306,"include_best",0,16,"0"
"553",306,"exclude_worst",0,16,"0"
"554",306,"all diagnoses",0,16,"0"
"555",306,"subclinical depression",0,16,"0"
"556",306,"cut-off score",0,16,"0"
"557",306,"diagnosis",0,16,"0"
"558",306,"all formats",0,16,"0"
"559",306,"other formats",0,16,"0"
"560",306,"guided self-help",0,16,"0"
"561",306,"individual",0,16,"0"
"562",306,"group",0,16,"0"
"563",306,"all groups",0,16,"0"
"564",306,"student population",0,16,"0"
"565",306,"other target groups",0,16,"0"
"566",306,"perinatal depression",1,16,"16"
"567",306,"older adults",0,16,"0"
"568",306,"general medical",0,16,"0"
"569",306,"adults",0,16,"0"
"570",306,"all control conditions",0,16,"0"
"571",306,"wl",0,16,"0"
"572",306,"other ctr",0,16,"0"
"573",306,"cau",0,16,"0"
"574",306,"all types",0,16,"0"
"575",306,"not-cbt-based",0,16,"0"
"576",306,"cbt-based",0,16,"0"
"577",427,"pet-peese",0,11,"0"
"578",427,"p-uniform",0,11,"0"
"579",427,"fe",0,11,"0"
"580",427,"reml",0,11,"0"
"581",427,"rve",0,11,"0"
"582",427,"3-level",0,11,"0"
"583",427,"all rob",0,11,"0"
"584",427,"include_best",0,11,"0"
"585",427,"exclude_worst",0,11,"0"
"586",427,"all diagnoses",0,11,"0"
"587",427,"subclinical depression",0,11,"0"
"588",427,"cut-off score",0,11,"0"
"589",427,"diagnosis",0,11,"0"
"590",427,"all formats",0,11,"0"
"591",427,"other formats",0,11,"0"
"592",427,"guided self-help",0,11,"0"
"593",427,"individual",0,11,"0"
"594",427,"group",0,11,"0"
"595",427,"all groups",0,11,"0"
"596",427,"student population",0,11,"0"
"597",427,"other target groups",0,11,"0"
"598",427,"perinatal depression",1,11,"11"
"599",427,"older adults",0,11,"0"
"600",427,"general medical",0,11,"0"
"601",427,"adults",0,11,"0"
"602",427,"all control conditions",0,11,"0"
"603",427,"wl",0,11,"0"
"604",427,"other ctr",0,11,"0"
"605",427,"cau",0,11,"0"
"606",427,"all types",0,11,"0"
"607",427,"not-cbt-based",0,11,"0"
"608",427,"cbt-based",0,11,"0"
"609",239,"pet-peese",0,12,"0"
"610",239,"p-uniform",0,12,"0"
"611",239,"fe",0,12,"0"
"612",239,"reml",0,12,"0"
"613",239,"rve",0,12,"0"
"614",239,"3-level",0,12,"0"
"615",239,"all rob",0,12,"0"
"616",239,"include_best",0,12,"0"
"617",239,"exclude_worst",0,12,"0"
"618",239,"all diagnoses",0,12,"0"
"619",239,"subclinical depression",0,12,"0"
"620",239,"cut-off score",0,12,"0"
"621",239,"diagnosis",0,12,"0"
"622",239,"all formats",0,12,"0"
"623",239,"other formats",0,12,"0"
"624",239,"guided self-help",0,12,"0"
"625",239,"individual",0,12,"0"
"626",239,"group",0,12,"0"
"627",239,"all groups",1,12,"12"
"628",239,"student population",0,12,"0"
"629",239,"other target groups",0,12,"0"
"630",239,"perinatal depression",0,12,"0"
"631",239,"older adults",0,12,"0"
"632",239,"general medical",0,12,"0"
"633",239,"adults",0,12,"0"
"634",239,"all control conditions",0,12,"0"
"635",239,"wl",0,12,"0"
"636",239,"other ctr",0,12,"0"
"637",239,"cau",0,12,"0"
"638",239,"all types",0,12,"0"
"639",239,"not-cbt-based",0,12,"0"
"640",239,"cbt-based",0,12,"0"
"641",514,"pet-peese",0,21,"0"
"642",514,"p-uniform",0,21,"0"
"643",514,"fe",0,21,"0"
"644",514,"reml",0,21,"0"
"645",514,"rve",0,21,"0"
"646",514,"3-level",0,21,"0"
"647",514,"all rob",0,21,"0"
"648",514,"include_best",0,21,"0"
"649",514,"exclude_worst",0,21,"0"
"650",514,"all diagnoses",0,21,"0"
"651",514,"subclinical depression",0,21,"0"
"652",514,"cut-off score",0,21,"0"
"653",514,"diagnosis",0,21,"0"
"654",514,"all formats",0,21,"0"
"655",514,"other formats",0,21,"0"
"656",514,"guided self-help",0,21,"0"
"657",514,"individual",0,21,"0"
"658",514,"group",0,21,"0"
"659",514,"all groups",0,21,"0"
"660",514,"student population",0,21,"0"
"661",514,"other target groups",0,21,"0"
"662",514,"perinatal depression",1,21,"21"
"663",514,"older adults",0,21,"0"
"664",514,"general medical",0,21,"0"
"665",514,"adults",0,21,"0"
"666",514,"all control conditions",0,21,"0"
"667",514,"wl",0,21,"0"
"668",514,"other ctr",0,21,"0"
"669",514,"cau",0,21,"0"
"670",514,"all types",0,21,"0"
"671",514,"not-cbt-based",0,21,"0"
"672",514,"cbt-based",0,21,"0"
"673",370,"pet-peese",0,11,"0"
"674",370,"p-uniform",0,11,"0"
"675",370,"fe",0,11,"0"
"676",370,"reml",0,11,"0"
"677",370,"rve",0,11,"0"
"678",370,"3-level",0,11,"0"
"679",370,"all rob",0,11,"0"
"680",370,"include_best",0,11,"0"
"681",370,"exclude_worst",0,11,"0"
"682",370,"all diagnoses",0,11,"0"
"683",370,"subclinical depression",0,11,"0"
"684",370,"cut-off score",0,11,"0"
"685",370,"diagnosis",0,11,"0"
"686",370,"all formats",0,11,"0"
"687",370,"other formats",0,11,"0"
"688",370,"guided self-help",0,11,"0"
"689",370,"individual",0,11,"0"
"690",370,"group",0,11,"0"
"691",370,"all groups",1,11,"11"
"692",370,"student population",0,11,"0"
"693",370,"other target groups",0,11,"0"
"694",370,"perinatal depression",0,11,"0"
"695",370,"older adults",0,11,"0"
"696",370,"general medical",0,11,"0"
"697",370,"adults",0,11,"0"
"698",370,"all control conditions",0,11,"0"
"699",370,"wl",0,11,"0"
"700",370,"other ctr",0,11,"0"
"701",370,"cau",0,11,"0"
"702",370,"all types",0,11,"0"
"703",370,"not-cbt-based",0,11,"0"
"704",370,"cbt-based",0,11,"0"
"705",560,"pet-peese",0,13,"0"
"706",560,"p-uniform",0,13,"0"
"707",560,"fe",0,13,"0"
"708",560,"reml",0,13,"0"
"709",560,"rve",0,13,"0"
"710",560,"3-level",0,13,"0"
"711",560,"all rob",0,13,"0"
"712",560,"include_best",0,13,"0"
"713",560,"exclude_worst",0,13,"0"
"714",560,"all diagnoses",0,13,"0"
"715",560,"subclinical depression",0,13,"0"
"716",560,"cut-off score",0,13,"0"
"717",560,"diagnosis",0,13,"0"
"718",560,"all formats",0,13,"0"
"719",560,"other formats",0,13,"0"
"720",560,"guided self-help",0,13,"0"
"721",560,"individual",0,13,"0"
"722",560,"group",0,13,"0"
"723",560,"all groups",1,13,"13"
"724",560,"student population",0,13,"0"
"725",560,"other target groups",0,13,"0"
"726",560,"perinatal depression",0,13,"0"
"727",560,"older adults",0,13,"0"
"728",560,"general medical",0,13,"0"
"729",560,"adults",0,13,"0"
"730",560,"all control conditions",0,13,"0"
"731",560,"wl",0,13,"0"
"732",560,"other ctr",0,13,"0"
"733",560,"cau",0,13,"0"
"734",560,"all types",0,13,"0"
"735",560,"not-cbt-based",0,13,"0"
"736",560,"cbt-based",0,13,"0"
"737",333,"pet-peese",0,16,"0"
"738",333,"p-uniform",0,16,"0"
"739",333,"fe",0,16,"0"
"740",333,"reml",0,16,"0"
"741",333,"rve",0,16,"0"
"742",333,"3-level",0,16,"0"
"743",333,"all rob",0,16,"0"
"744",333,"include_best",0,16,"0"
"745",333,"exclude_worst",0,16,"0"
"746",333,"all diagnoses",0,16,"0"
"747",333,"subclinical depression",0,16,"0"
"748",333,"cut-off score",0,16,"0"
